SECAO;CANDIDATO;VOTOS
022;MARCELO PETRONE;27
022;LORIM DA PADARIA;1
022;JOÃO PELA;4
022;MARINA SANTANA;1
022;CLAUDIO SAMPA;2
022;VERONICA CHAVES;1
022;ANISIA DO SANTO ANTONIO;1
022;VALDECIR BADEGA;1
022;DORINHA;2
022;BETINHA DE LÉ;2
022;PEDRO (PH);1
022;RAFA XCAR;1
022;ZOIM;1
022;TAZINHA;3
022;PRISCILA MATOS;3
022;EVANDRO PINHO;2
022;SOLY;1
022;GIL PAGÓLE;4
022;NADIA FRANCO;3
022;THIAGO DURÃES;7
022;JUNIO BARBOSA;24
022;GERALDINHO;1
022;NILO DO TAXI;2
022;TIÃO DE OLEGARIO;6
022;LEIDE DA SAÚDE;1
022;NINHÃO;2
022;KÉSLEY;2
022;MARIA CLARA;8
022;NILCE ARTESÃ;1
022;MOACIR OLIVEIRA;6
022;DEDÉ CAIPIRA;1
022;MÁRCIO EVENTOS;1
022;HENILTON IMÓVEIS;2
022;ÍCARO CABELEREIRO;2
022;ZEZINHO DO SALÃO;10
022;RUBINHO ENFERMEIRO;2
022;SERGINHO DA AUTO ELETRICA;2
022;CIDA;1
022;JADSON;6
022;JOÃO DETETIVE;12
022;DALVA;1
022;BENE DA BALANÇA;2
022;LIA DE BIDA;1
022;MOREIRA;13
022;PEU;1
022;CID RODRIGUES;5
022;DAYANNE CARDOSO;4
022;ZE MILTON;2
022;ERIC ERLON;4
022;MAURICIO COSTA;1
022;DILSON CORINGA DO BOI DE JANEI;1
022;ELIANY MAE ATIPICA;2
022;JOÃO LUIZ DE NEGÃO;19
022;EILTON SANTIAGO;12
022;JARBINHAS;1
022;GERSON TEIXEIRA;1
022;FABIO SALES;2
022;JUNIOR GARÇOM;5
022;CARLIM;7
023;MARCELO PETRONE;30
023;LORIM DA PADARIA;2
023;JOÃO PELA;5
023;MARINA SANTANA;2
023;VICTOR MOTORISTA BODÃO;1
023;CLAUDIO SAMPA;2
023;VERONICA CHAVES;1
023;VALDECIR BADEGA;3
023;DORINHA;2
023;BETINHA DE LÉ;6
023;LUIS VINICIUS DO CANTINHO;1
023;EDSON MIRANDA;5
023;ZOIM;1
023;TAZINHA;6
023;PRISCILA MATOS;5
023;SOLY;1
023;GIL PAGÓLE;3
023;NADIA FRANCO;2
023;THIAGO DURÃES;13
023;CLEYTON GARDENAL;2
023;JUNIO BARBOSA;26
023;GERALDINHO;1
023;NILO DO TAXI;4
023;TIÃO DE OLEGARIO;3
023;NINHÃO;2
023;KÉSLEY;5
023;MARIA CLARA;6
023;JOÃO ERIK PROTETOR;1
023;MOACIR OLIVEIRA;3
023;MORGANA FIGUEIREDO;1
023;GATINHO SARMENTO;1
023;HENILTON IMÓVEIS;5
023;ÍCARO CABELEREIRO;2
023;GERALDO DO PINCH;1
023;ZEZINHO DO SALÃO;17
023;LUCAS BAIXINHO;1
023;SERGINHO DA AUTO ELETRICA;1
023;LETICIA ASSISTENTE SOCIAL;2
023;MAERCIO;2
023;JADSON;9
023;JOÃO DETETIVE;5
023;BENE DA BALANÇA;3
023;LIA DE BIDA;1
023;CLAUDINHA;2
023;VILSINHO;1
023;VAGNER DA DENGUE;1
023;MOREIRA;10
023;PEU;3
023;CID RODRIGUES;3
023;DAYANNE CARDOSO;1
023;ZE MILTON;2
023;ERIC ERLON;7
023;CAROL RODRIGUES;1
023;JOÃO LUIZ DE NEGÃO;16
023;EILTON SANTIAGO;5
023;GERSON TEIXEIRA;1
023;ALAN MIRANDA;1
023;JUNIOR GARÇOM;9
023;CARLIM;10
024;MARCELO PETRONE;26
024;LORIM DA PADARIA;1
024;JOÃO PELA;3
024;CLAUDIO SAMPA;1
024;VALDECIR BADEGA;1
024;DORINHA;2
024;BETINHA DE LÉ;3
024;LUIS VINICIUS DO CANTINHO;1
024;YASMIM SOARES;1
024;EDSON MIRANDA;4
024;ZOIM;1
024;TAZINHA;1
024;PRISCILA MATOS;2
024;EVANDRO PINHO;1
024;GIL PAGÓLE;1
024;NADIA FRANCO;2
024;THIAGO DURÃES;3
024;CLEYTON GARDENAL;1
024;JUNIO BARBOSA;30
024;NILO DO TAXI;6
024;TIÃO DE OLEGARIO;2
024;MESSIAS;4
024;NINHÃO;2
024;KÉSLEY;2
024;MARIA CLARA;5
024;MOACIR OLIVEIRA;6
024;ELIETE SILVEIRA;1
024;MÁRCIO EVENTOS;2
024;JUAREZ DO TRATOR;2
024;HENILTON IMÓVEIS;2
024;ÍCARO CABELEREIRO;6
024;ZEZINHO DO SALÃO;19
024;LUCAS BAIXINHO;4
024;RUBINHO ENFERMEIRO;3
024;LETICIA ASSISTENTE SOCIAL;1
024;JADSON;10
024;JOÃO DETETIVE;12
024;CLAUDINHA;2
024;MOREIRA;9
024;PEU;2
024;GLAUBER DA SAÚDE;4
024;CID RODRIGUES;2
024;SAMUEL RODRIGUES;1
024;ZE MILTON;4
024;ERIC ERLON;2
024;MAURICIO COSTA;2
024;DILSON CORINGA DO BOI DE JANEI;2
024;JOÃO LUIZ DE NEGÃO;22
024;EILTON SANTIAGO;7
024;JARBINHAS;1
024;JUNIOR GARÇOM;11
024;CARLIM;17
025;MARCELO PETRONE;21
025;LORIM DA PADARIA;2
025;JOÃO PELA;3
025;VICTOR MOTORISTA BODÃO;1
025;ADEMIR PEDREIRO;1
025;VERONICA CHAVES;1
025;ANISIA DO SANTO ANTONIO;1
025;DORINHA;3
025;BETINHA DE LÉ;2
025;PEDRO (PH);1
025;DIM DEFICIENTE VISUAL;3
025;EDSON MIRANDA;6
025;TAZINHA;2
025;PRISCILA MATOS;1
025;EVANDRO PINHO;2
025;NADIA FRANCO;6
025;THIAGO DURÃES;12
025;CLEYTON GARDENAL;2
025;JUNIO BARBOSA;28
025;PALOMA PIPOQUINHA;1
025;NILO DO TAXI;4
025;TIÃO DE OLEGARIO;4
025;MESSIAS;2
025;NINHÃO;5
025;KÉSLEY;1
025;MARIA CLARA;9
025;NILCE ARTESÃ;2
025;MOACIR OLIVEIRA;3
025;GATINHO SARMENTO;1
025;JUAREZ DO TRATOR;2
025;HENILTON IMÓVEIS;5
025;ÍCARO CABELEREIRO;2
025;ZEZINHO DO SALÃO;21
025;LUCAS BAIXINHO;3
025;SERGINHO DA AUTO ELETRICA;1
025;MAERCIO;1
025;JADSON;9
025;JOÃO DETETIVE;17
025;BENE DA BALANÇA;3
025;LEILIANE PROFESSORA;1
025;CLAUDINHA;2
025;MOREIRA;7
025;PEU;1
025;GLAUBER DA SAÚDE;1
025;CID RODRIGUES;3
025;ERIC ERLON;5
025;MAURICIO COSTA;1
025;FABIO SOUZA;1
025;JOÃO LUIZ DE NEGÃO;16
025;EILTON SANTIAGO;4
025;GERSON TEIXEIRA;1
025;JUNIOR GARÇOM;12
025;CARLIM;9
026;MARCELO PETRONE;27
026;LORIM DA PADARIA;9
026;JOÃO PELA;7
026;VICTOR MOTORISTA BODÃO;2
026;CLAUDIO SAMPA;2
026;VERONICA CHAVES;2
026;VALDECIR BADEGA;4
026;DORINHA;4
026;BETINHA DE LÉ;5
026;LUIS VINICIUS DO CANTINHO;1
026;WESLEY GARÇOM;1
026;PEDRO (PH);2
026;EDSON MIRANDA;3
026;TAZINHA;1
026;PRISCILA MATOS;3
026;EVANDRO PINHO;1
026;GIL PAGÓLE;1
026;NADIA FRANCO;1
026;THIAGO DURÃES;8
026;CLEYTON GARDENAL;1
026;JUNIO BARBOSA;10
026;NILO DO TAXI;3
026;TIÃO DE OLEGARIO;6
026;MESSIAS;4
026;NINHÃO;3
026;KÉSLEY;3
026;MARIA CLARA;8
026;MOACIR OLIVEIRA;4
026;DEDÉ CAIPIRA;1
026;GATINHO SARMENTO;2
026;JUAREZ DO TRATOR;5
026;HENILTON IMÓVEIS;7
026;ÍCARO CABELEREIRO;5
026;ZEZINHO DO SALÃO;7
026;RUBINHO ENFERMEIRO;1
026;SERGINHO DA AUTO ELETRICA;1
026;LETICIA ASSISTENTE SOCIAL;2
026;JADSON;8
026;JOÃO DETETIVE;8
026;BENE DA BALANÇA;1
026;LIA DE BIDA;1
026;CLAUDINHA;1
026;VILSINHO;8
026;MOREIRA;17
026;GLAUBER DA SAÚDE;3
026;CID RODRIGUES;2
026;DAYANNE CARDOSO;2
026;ZE MILTON;1
026;ERIC ERLON;9
026;MAURICIO COSTA;1
026;GENIVALDO BARROS;3
026;DILSON CORINGA DO BOI DE JANEI;6
026;CAROL RODRIGUES;2
026;JOÃO LUIZ DE NEGÃO;15
026;EILTON SANTIAGO;13
026;JARBINHAS;3
026;JUNIOR GARÇOM;10
026;CARLIM;8
027;MARCELO PETRONE;33
027;LORIM DA PADARIA;5
027;MARINA SANTANA;1
027;VICTOR MOTORISTA BODÃO;2
027;VERONICA CHAVES;3
027;ANISIA DO SANTO ANTONIO;1
027;DORINHA;6
027;BETINHA DE LÉ;5
027;GISELE;1
027;DIM DEFICIENTE VISUAL;1
027;EDSON MIRANDA;2
027;TAZINHA;5
027;PRISCILA MATOS;4
027;EVANDRO PINHO;4
027;THIAGO DURÃES;4
027;CLEYTON GARDENAL;3
027;JUNIO BARBOSA;4
027;NILO DO TAXI;2
027;TIÃO DE OLEGARIO;5
027;MESSIAS;4
027;NINHÃO;3
027;KÉSLEY;5
027;MARIA CLARA;7
027;JOÃO ERIK PROTETOR;1
027;MOACIR OLIVEIRA;5
027;DEDÉ CAIPIRA;1
027;TINA SOARES;1
027;GATINHO SARMENTO;2
027;HENILTON IMÓVEIS;7
027;ÍCARO CABELEREIRO;3
027;ZEZINHO DO SALÃO;2
027;SERGINHO DA AUTO ELETRICA;1
027;LETICIA ASSISTENTE SOCIAL;3
027;JADSON;10
027;JOÃO DETETIVE;11
027;BENE DA BALANÇA;2
027;LIA DE BIDA;1
027;VILSINHO;2
027;VAGNER DA DENGUE;1
027;MOREIRA;9
027;PEU;3
027;GLAUBER DA SAÚDE;3
027;CID RODRIGUES;3
027;DAYANNE CARDOSO;2
027;ZE MILTON;1
027;ERIC ERLON;5
027;MAURICIO COSTA;2
027;GENIVALDO BARROS;3
027;DILSON CORINGA DO BOI DE JANEI;2
027;ELIANY MAE ATIPICA;1
027;FABIO SOUZA;1
027;CAROL RODRIGUES;1
027;JOÃO LUIZ DE NEGÃO;16
027;EILTON SANTIAGO;6
027;JARBINHAS;3
027;ALAN MIRANDA;3
027;FABIO SALES;3
027;JUNIOR GARÇOM;8
027;CARLIM;8
028;MARCELO PETRONE;36
028;LORIM DA PADARIA;7
028;JOÃO PELA;9
028;VICTOR MOTORISTA BODÃO;3
028;CLAUDIO SAMPA;1
028;ADEMIR PEDREIRO;1
028;VERONICA CHAVES;4
028;VALDECIR BADEGA;1
028;DORINHA;4
028;BETINHA DE LÉ;8
028;DIM DEFICIENTE VISUAL;2
028;EDSON MIRANDA;4
028;TAZINHA;1
028;SOLY;1
028;GIL PAGÓLE;1
028;NADIA FRANCO;1
028;THIAGO DURÃES;14
028;CLEYTON GARDENAL;1
028;JUNIO BARBOSA;3
028;PALOMA PIPOQUINHA;1
028;NILO DO TAXI;2
028;TIÃO DE OLEGARIO;3
028;MESSIAS;1
028;NINHÃO;3
028;KÉSLEY;3
028;MARIA CLARA;4
028;JOÃO ERIK PROTETOR;1
028;NILCE ARTESÃ;1
028;MOACIR OLIVEIRA;7
028;ELIETE SILVEIRA;1
028;ELLEN JÉSSICA;1
028;GATINHO SARMENTO;3
028;HENILTON IMÓVEIS;3
028;ÍCARO CABELEREIRO;1
028;ZEZINHO DO SALÃO;6
028;RUBINHO ENFERMEIRO;1
028;LETICIA ASSISTENTE SOCIAL;1
028;CIDA;1
028;PEDINHA DO BAR;1
028;JADSON;17
028;JOÃO DETETIVE;8
028;DALVA;1
028;BENE DA BALANÇA;2
028;LIA DE BIDA;2
028;CLAUDINHA;1
028;VILSINHO;1
028;VAGNER DA DENGUE;2
028;MOREIRA;10
028;GLAUBER DA SAÚDE;1
028;DAYANNE CARDOSO;5
028;ZE MILTON;1
028;ERIC ERLON;6
028;MAURICIO COSTA;1
028;GENIVALDO BARROS;3
028;DILSON CORINGA DO BOI DE JANEI;3
028;FABIO SOUZA;1
028;CAROL RODRIGUES;1
028;JOÃO LUIZ DE NEGÃO;28
028;EILTON SANTIAGO;6
028;JARBINHAS;1
028;ALAN MIRANDA;1
028;JUNIOR GARÇOM;5
028;CARLIM;9
028;SELMA MORENA;1
029;MARCELO PETRONE;31
029;LORIM DA PADARIA;7
029;JOÃO PELA;6
029;VICTOR MOTORISTA BODÃO;2
029;CLAUDIO SAMPA;1
029;VALDECIR BADEGA;1
029;DORINHA;3
029;BETINHA DE LÉ;8
029;DIM DEFICIENTE VISUAL;1
029;EDSON MIRANDA;8
029;TAZINHA;7
029;PRISCILA MATOS;4
029;EVANDRO PINHO;4
029;GIL PAGÓLE;1
029;THIAGO DURÃES;7
029;CLEYTON GARDENAL;1
029;JUNIO BARBOSA;5
029;NILO DO TAXI;2
029;TIÃO DE OLEGARIO;4
029;MESSIAS;1
029;NINHÃO;4
029;KÉSLEY;1
029;MARIA CLARA;9
029;AGNELO MEDINA;1
029;NILCE ARTESÃ;1
029;MOACIR OLIVEIRA;4
029;ELIETE SILVEIRA;1
029;GATINHO SARMENTO;2
029;JUAREZ DO TRATOR;2
029;HENILTON IMÓVEIS;6
029;ÍCARO CABELEREIRO;2
029;ZEZINHO DO SALÃO;6
029;LUCAS BAIXINHO;1
029;RUBINHO ENFERMEIRO;2
029;SERGINHO DA AUTO ELETRICA;2
029;LETICIA ASSISTENTE SOCIAL;1
029;JADSON;12
029;JOÃO DETETIVE;6
029;DALVA;1
029;BENE DA BALANÇA;1
029;LIA DE BIDA;1
029;CLAUDINHA;1
029;VILSINHO;2
029;VAGNER DA DENGUE;1
029;MOREIRA;8
029;CID RODRIGUES;5
029;DAYANNE CARDOSO;5
029;ZE MILTON;1
029;ERIC ERLON;6
029;GENIVALDO BARROS;1
029;DILSON CORINGA DO BOI DE JANEI;9
029;ELIANY MAE ATIPICA;1
029;FABIO SOUZA;2
029;CAROL RODRIGUES;1
029;JOÃO LUIZ DE NEGÃO;15
029;EILTON SANTIAGO;9
029;ALAN MIRANDA;1
029;FABIO SALES;1
029;PATTY;1
029;JUNIOR GARÇOM;7
029;CARLIM;13
030;MARCELO PETRONE;29
030;LORIM DA PADARIA;10
030;JOÃO PELA;3
030;MARINA SANTANA;1
030;CLAUDIO SAMPA;3
030;VERONICA CHAVES;2
030;DORINHA;4
030;HIANCA FERREIRA;1
030;BETINHA DE LÉ;9
030;PEDRO (PH);1
030;RAFA XCAR;1
030;DIM DEFICIENTE VISUAL;1
030;EDSON MIRANDA;3
030;ZOIM;1
030;TAZINHA;5
030;EVANDRO PINHO;1
030;SOLY;2
030;GIL PAGÓLE;1
030;NADIA FRANCO;1
030;THIAGO DURÃES;12
030;CLEYTON GARDENAL;3
030;JUNIO BARBOSA;4
030;NILO DO TAXI;5
030;TIÃO DE OLEGARIO;6
030;NINHÃO;2
030;KÉSLEY;5
030;MARIA CLARA;3
030;MOACIR OLIVEIRA;2
030;GATINHO SARMENTO;1
030;HENILTON IMÓVEIS;3
030;ÍCARO CABELEREIRO;3
030;ZEZINHO DO SALÃO;5
030;RUBINHO ENFERMEIRO;1
030;SERGINHO DA AUTO ELETRICA;3
030;LETICIA ASSISTENTE SOCIAL;3
030;CIDA;1
030;JADSON;18
030;JOÃO DETETIVE;7
030;DALVA;1
030;BENE DA BALANÇA;2
030;LIA DE BIDA;1
030;VILSINHO;1
030;MOREIRA;14
030;PEU;2
030;GLAUBER DA SAÚDE;2
030;CID RODRIGUES;2
030;DAYANNE CARDOSO;3
030;ZE MILTON;1
030;ERIC ERLON;6
030;GENIVALDO BARROS;2
030;DILSON CORINGA DO BOI DE JANEI;1
030;ELIANY MAE ATIPICA;2
030;FABIO SOUZA;1
030;CAROL RODRIGUES;1
030;JOÃO LUIZ DE NEGÃO;25
030;EILTON SANTIAGO;5
030;JARBINHAS;1
030;GERSON TEIXEIRA;1
030;FABIO SALES;1
030;JUNIOR GARÇOM;6
030;CARLIM;11
030;SELMA MORENA;1
031;MARCELO PETRONE;19
031;LORIM DA PADARIA;3
031;JOÃO PELA;7
031;VERONICA CHAVES;2
031;ANISIA DO SANTO ANTONIO;1
031;VALDECIR BADEGA;1
031;DORINHA;6
031;HIANCA FERREIRA;2
031;BETINHA DE LÉ;3
031;TAZINHA;4
031;EVANDRO PINHO;2
031;SOLY;2
031;THIAGO DURÃES;4
031;JUNIO BARBOSA;2
031;GERALDINHO;1
031;NILO DO TAXI;2
031;TIÃO DE OLEGARIO;5
031;MESSIAS;3
031;NINHÃO;1
031;KÉSLEY;3
031;MARIA CLARA;3
031;JOÃO ERIK PROTETOR;2
031;MOACIR OLIVEIRA;2
031;GATINHO SARMENTO;1
031;HENILTON IMÓVEIS;2
031;ZEZINHO DO SALÃO;5
031;RUBINHO ENFERMEIRO;1
031;SERGINHO DA AUTO ELETRICA;2
031;LETICIA ASSISTENTE SOCIAL;6
031;MAERCIO;1
031;JADSON;12
031;JOÃO DETETIVE;3
031;BENE DA BALANÇA;2
031;LIA DE BIDA;1
031;VILSINHO;4
031;MOREIRA;8
031;CID RODRIGUES;1
031;DAYANNE CARDOSO;4
031;ZE MILTON;4
031;ERIC ERLON;6
031;MAURICIO COSTA;2
031;GENIVALDO BARROS;3
031;DILSON CORINGA DO BOI DE JANEI;4
031;ELIANY MAE ATIPICA;2
031;FABIO SOUZA;1
031;JOÃO LUIZ DE NEGÃO;14
031;EILTON SANTIAGO;2
031;JARBINHAS;1
031;GERSON TEIXEIRA;1
031;ALAN MIRANDA;1
031;FABIO SALES;1
031;JUNIOR GARÇOM;8
031;CARLIM;8
031;SELMA MORENA;2
032;MARCELO PETRONE;14
032;LORIM DA PADARIA;5
032;JOÃO PELA;4
032;MARINA SANTANA;1
032;VERONICA CHAVES;3
032;DORINHA;5
032;HIANCA FERREIRA;1
032;BETINHA DE LÉ;9
032;DIM DEFICIENTE VISUAL;1
032;EDSON MIRANDA;2
032;ZOIM;1
032;TAZINHA;2
032;PRISCILA MATOS;1
032;EVANDRO PINHO;1
032;GIL PAGÓLE;1
032;THIAGO DURÃES;4
032;JUNIO BARBOSA;1
032;NILO DO TAXI;4
032;TIÃO DE OLEGARIO;2
032;MESSIAS;2
032;NINHÃO;2
032;MARIA CLARA;4
032;ANDRE CAIRES;1
032;JOÃO ERIK PROTETOR;1
032;MOACIR OLIVEIRA;3
032;GATINHO SARMENTO;1
032;JUAREZ DO TRATOR;1
032;HENILTON IMÓVEIS;5
032;ÍCARO CABELEREIRO;1
032;ZEZINHO DO SALÃO;4
032;RUBINHO ENFERMEIRO;1
032;SERGINHO DA AUTO ELETRICA;2
032;LETICIA ASSISTENTE SOCIAL;3
032;MAERCIO;1
032;JADSON;19
032;JOÃO DETETIVE;7
032;BENE DA BALANÇA;4
032;VILSINHO;7
032;MOREIRA;6
032;PEU;2
032;CID RODRIGUES;4
032;DAYANNE CARDOSO;4
032;ZE MILTON;3
032;ERIC ERLON;5
032;DILSON CORINGA DO BOI DE JANEI;2
032;ELIANY MAE ATIPICA;1
032;JOÃO LUIZ DE NEGÃO;16
032;EILTON SANTIAGO;4
032;JARBINHAS;1
032;JUNIOR GARÇOM;2
032;CARLIM;2
033;MARCELO PETRONE;25
033;LORIM DA PADARIA;2
033;JOÃO PELA;4
033;MARINA SANTANA;1
033;VERONICA CHAVES;1
033;VALDECIR BADEGA;1
033;DORINHA;5
033;HIANCA FERREIRA;1
033;BETINHA DE LÉ;5
033;RAFA XCAR;1
033;EDSON MIRANDA;6
033;TAZINHA;4
033;SOLY;1
033;THIAGO DURÃES;6
033;CLEYTON GARDENAL;1
033;JUNIO BARBOSA;2
033;NILO DO TAXI;2
033;TIÃO DE OLEGARIO;4
033;MESSIAS;2
033;LEIDE DA SAÚDE;1
033;KÉSLEY;2
033;MARIA CLARA;2
033;AGNELO MEDINA;1
033;MÁRCIO EVENTOS;1
033;JUAREZ DO TRATOR;1
033;HENILTON IMÓVEIS;5
033;ZEZINHO DO SALÃO;3
033;LUCAS BAIXINHO;1
033;RUBINHO ENFERMEIRO;2
033;SERGINHO DA AUTO ELETRICA;1
033;LETICIA ASSISTENTE SOCIAL;2
033;CIDA;1
033;PEDINHA DO BAR;1
033;JADSON;11
033;JOÃO DETETIVE;3
033;BENE DA BALANÇA;2
033;LIA DE BIDA;2
033;CLAUDINHA;1
033;VILSINHO;5
033;MOREIRA;8
033;CID RODRIGUES;2
033;DAYANNE CARDOSO;1
033;ERIC ERLON;3
033;MAURICIO COSTA;1
033;GENIVALDO BARROS;1
033;DILSON CORINGA DO BOI DE JANEI;2
033;ELIANY MAE ATIPICA;1
033;CAROL RODRIGUES;1
033;JOÃO LUIZ DE NEGÃO;19
033;EILTON SANTIAGO;7
033;JARBINHAS;1
033;JUNIOR GARÇOM;6
033;CARLIM;2
033;SELMA MORENA;1
034;MARCELO PETRONE;19
034;LORIM DA PADARIA;4
034;JOÃO PELA;3
034;MARINA SANTANA;1
034;DORINHA;9
034;HIANCA FERREIRA;1
034;BETINHA DE LÉ;6
034;EDSON MIRANDA;4
034;ZOIM;1
034;TAZINHA;2
034;PRISCILA MATOS;1
034;EVANDRO PINHO;1
034;SOLY;3
034;THIAGO DURÃES;6
034;CLEYTON GARDENAL;1
034;JUNIO BARBOSA;3
034;NILO DO TAXI;3
034;TIÃO DE OLEGARIO;2
034;MESSIAS;1
034;LEIDE DA SAÚDE;1
034;KÉSLEY;4
034;MARIA CLARA;9
034;AGNELO MEDINA;1
034;MOACIR OLIVEIRA;1
034;GATINHO SARMENTO;3
034;HENILTON IMÓVEIS;8
034;ÍCARO CABELEREIRO;1
034;ZEZINHO DO SALÃO;3
034;SERGINHO DA AUTO ELETRICA;1
034;LETICIA ASSISTENTE SOCIAL;2
034;MAERCIO;2
034;PEDINHA DO BAR;1
034;JADSON;2
034;JOÃO DETETIVE;3
034;DALVA;1
034;BENE DA BALANÇA;1
034;LIA DE BIDA;1
034;VILSINHO;6
034;MOREIRA;3
034;PEU;1
034;CID RODRIGUES;2
034;ZE MILTON;3
034;ERIC ERLON;4
034;MAURICIO COSTA;2
034;ESTÉ DO BRIGADEIRO;1
034;GENIVALDO BARROS;1
034;DILSON CORINGA DO BOI DE JANEI;6
034;FABIO SOUZA;1
034;JOÃO LUIZ DE NEGÃO;11
034;EILTON SANTIAGO;6
034;JARBINHAS;2
034;GERSON TEIXEIRA;1
034;JUNIOR GARÇOM;2
034;CARLIM;4
034;SELMA MORENA;1
035;MARCELO PETRONE;17
035;LORIM DA PADARIA;6
035;JOÃO PELA;12
035;MARINA SANTANA;1
035;VERONICA CHAVES;3
035;ANISIA DO SANTO ANTONIO;1
035;DORINHA;4
035;HIANCA FERREIRA;1
035;BETINHA DE LÉ;5
035;EDSON MIRANDA;4
035;TAZINHA;4
035;EVANDRO PINHO;3
035;THIAGO DURÃES;5
035;CLEYTON GARDENAL;3
035;JUNIO BARBOSA;2
035;NILO DO TAXI;8
035;TIÃO DE OLEGARIO;2
035;MESSIAS;3
035;LEIDE DA SAÚDE;1
035;NINHÃO;1
035;KÉSLEY;6
035;MARIA CLARA;4
035;JOÃO ERIK PROTETOR;1
035;MOACIR OLIVEIRA;3
035;GATINHO SARMENTO;3
035;HENILTON IMÓVEIS;7
035;ÍCARO CABELEREIRO;1
035;ZEZINHO DO SALÃO;2
035;LUCAS BAIXINHO;1
035;RUBINHO ENFERMEIRO;1
035;SERGINHO DA AUTO ELETRICA;1
035;LETICIA ASSISTENTE SOCIAL;1
035;CIDA;2
035;JADSON;13
035;JOÃO DETETIVE;2
035;DALVA;1
035;JO DA PADARIA;1
035;BENE DA BALANÇA;2
035;LIA DE BIDA;1
035;VILSINHO;3
035;VAGNER DA DENGUE;1
035;MOREIRA;4
035;PEU;1
035;GLAUBER DA SAÚDE;1
035;CID RODRIGUES;1
035;ZE MILTON;1
035;ERIC ERLON;7
035;DILSON CORINGA DO BOI DE JANEI;3
035;ELIANY MAE ATIPICA;2
035;JOÃO LUIZ DE NEGÃO;11
035;EILTON SANTIAGO;2
035;JARBINHAS;2
035;ALAN MIRANDA;1
035;FABIO SALES;2
035;JUNIOR GARÇOM;6
035;CARLIM;4
035;SELMA MORENA;1
036;MARCELO PETRONE;23
036;LORIM DA PADARIA;3
036;JOÃO PELA;10
036;MARINA SANTANA;1
036;CLAUDIO SAMPA;1
036;ADEMIR PEDREIRO;2
036;VERONICA CHAVES;1
036;DORINHA;5
036;BETINHA DE LÉ;6
036;LUIS VINICIUS DO CANTINHO;1
036;DIM DEFICIENTE VISUAL;1
036;EDSON MIRANDA;1
036;ZOIM;1
036;TAZINHA;3
036;NADIA FRANCO;2
036;THIAGO DURÃES;8
036;CLEYTON GARDENAL;1
036;NILO DO TAXI;3
036;TIÃO DE OLEGARIO;5
036;MESSIAS;1
036;MARIA CLARA;4
036;AGNELO MEDINA;1
036;JOÃO ERIK PROTETOR;2
036;MOACIR OLIVEIRA;2
036;ELLEN JÉSSICA;1
036;GATINHO SARMENTO;1
036;HENILTON IMÓVEIS;4
036;ÍCARO CABELEREIRO;1
036;GERALDO DO PINCH;1
036;ZEZINHO DO SALÃO;5
036;LETICIA ASSISTENTE SOCIAL;1
036;MAERCIO;1
036;CIDA;1
036;JADSON;7
036;JOÃO DETETIVE;4
036;BENE DA BALANÇA;1
036;LIA DE BIDA;3
036;CLAUDINHA;1
036;VILSINHO;1
036;MOREIRA;5
036;PEU;1
036;CID RODRIGUES;3
036;DAYANNE CARDOSO;3
036;ZE MILTON;2
036;ERIC ERLON;4
036;MAURICIO COSTA;2
036;DILSON CORINGA DO BOI DE JANEI;2
036;ELIANY MAE ATIPICA;1
036;FABIO SOUZA;1
036;CAROL RODRIGUES;2
036;JOÃO LUIZ DE NEGÃO;17
036;EILTON SANTIAGO;10
036;JARBINHAS;1
036;ALAN MIRANDA;1
036;FABIO SALES;1
036;JUNIOR GARÇOM;3
036;CARLIM;2
037;MARCELO PETRONE;19
037;LORIM DA PADARIA;3
037;JOÃO PELA;6
037;MARINA SANTANA;2
037;CLAUDIO SAMPA;1
037;VERONICA CHAVES;1
037;DORINHA;5
037;HIANCA FERREIRA;2
037;BETINHA DE LÉ;4
037;LUIS VINICIUS DO CANTINHO;1
037;EDSON MIRANDA;4
037;ZOIM;1
037;TAZINHA;3
037;EVANDRO PINHO;3
037;SOLY;1
037;THIAGO DURÃES;6
037;JUNIO BARBOSA;3
037;NILO DO TAXI;5
037;TIÃO DE OLEGARIO;3
037;MESSIAS;1
037;KÉSLEY;1
037;MARIA CLARA;7
037;JOÃO ERIK PROTETOR;1
037;MORGANA FIGUEIREDO;1
037;JUAREZ DO TRATOR;1
037;HENILTON IMÓVEIS;1
037;ÍCARO CABELEREIRO;2
037;LUCAS BAIXINHO;3
037;SERGINHO DA AUTO ELETRICA;1
037;LETICIA ASSISTENTE SOCIAL;2
037;JADSON;15
037;JOÃO DETETIVE;5
037;BENE DA BALANÇA;1
037;LEILIANE PROFESSORA;3
037;LIA DE BIDA;2
037;VILSINHO;2
037;MOREIRA;7
037;GLAUBER DA SAÚDE;2
037;CID RODRIGUES;1
037;DAYANNE CARDOSO;5
037;ERIC ERLON;5
037;MAURICIO COSTA;1
037;GENIVALDO BARROS;5
037;DILSON CORINGA DO BOI DE JANEI;2
037;ELIANY MAE ATIPICA;1
037;JOÃO LUIZ DE NEGÃO;12
037;EILTON SANTIAGO;4
037;JARBINHAS;1
037;ALAN MIRANDA;1
037;PATTY;1
037;JUNIOR GARÇOM;8
037;CARLIM;5
038;MARCELO PETRONE;15
038;LORIM DA PADARIA;3
038;JOÃO PELA;3
038;MARINA SANTANA;1
