;LOCAL;SECAO;CANDIDATO;VOTOS
1261;EE Elidio Duque;119;LORIM DA PADARIA;1
1262;EE Elidio Duque;119;JOÃO PELA;1
1263;EE Elidio Duque;119;MARINA SANTANA;1
1264;EE Elidio Duque;119;CLAUDIO SAMPA;1
1265;EE Elidio Duque;119;VERONICA CHAVES;1
1266;EE Elidio Duque;119;VALDECIR BADEGA;1
1267;EE Elidio Duque;119;DORINHA;3
1268;EE Elidio Duque;119;BETINHA DE LÉ;5
1269;EE Elidio Duque;119;PEDRO (PH);1
1270;EE Elidio Duque;119;EDSON MIRANDA;6
1271;EE Elidio Duque;119;ZOIM;1
1272;EE Elidio Duque;119;TAZINHA;5
1273;EE Elidio Duque;119;PRISCILA MATOS;2
1274;EE Elidio Duque;119;EVANDRO PINHO;1
1275;EE Elidio Duque;119;GIL PAGÓLE;1
1276;EE Elidio Duque;119;THIAGO DURÃES;3
1277;EE Elidio Duque;119;CLEYTON GARDENAL;2
1278;EE Elidio Duque;119;JUNIO BARBOSA;32
1279;EE Elidio Duque;119;NILO DO TAXI;5
1280;EE Elidio Duque;119;TIÃO DE OLEGARIO;7
1281;EE Elidio Duque;119;MESSIAS;3
1282;EE Elidio Duque;119;NINHÃO;2
1283;EE Elidio Duque;119;KÉSLEY;3
1284;EE Elidio Duque;119;MARIA CLARA;10
1285;EE Elidio Duque;119;MOACIR OLIVEIRA;7
1286;EE Elidio Duque;119;HENILTON IMÓVEIS;3
1287;EE Elidio Duque;119;ÍCARO CABELEREIRO;3
1288;EE Elidio Duque;119;ZEZINHO DO SALÃO;17
1289;EE Elidio Duque;119;RUBINHO ENFERMEIRO;1
1290;EE Elidio Duque;119;SERGINHO DA AUTO ELETRICA;1
1291;EE Elidio Duque;119;LETICIA ASSISTENTE SOCIAL;1
1292;EE Elidio Duque;119;CIDA;1
1293;EE Elidio Duque;119;PEDINHA DO BAR;2
1294;EE Elidio Duque;119;JADSON;9
1295;EE Elidio Duque;119;JOÃO DETETIVE;15
1296;EE Elidio Duque;119;BENE DA BALANÇA;2
1297;EE Elidio Duque;119;LIA DE BIDA;1
1298;EE Elidio Duque;119;CLAUDINHA;1
1299;EE Elidio Duque;119;VILSINHO;1
1300;EE Elidio Duque;119;MOREIRA;16
1301;EE Elidio Duque;119;GLAUBER DA SAÚDE;1
1302;EE Elidio Duque;119;CID RODRIGUES;2
1303;EE Elidio Duque;119;SAMUEL RODRIGUES;1
1304;EE Elidio Duque;119;DAYANNE CARDOSO;2
1305;EE Elidio Duque;119;ERIC ERLON;4
1306;EE Elidio Duque;119;MAURICIO COSTA;1
1307;EE Elidio Duque;119;GENIVALDO BARROS;2
1308;EE Elidio Duque;119;FABIO SOUZA;2
1309;EE Elidio Duque;119;CAROL RODRIGUES;1
1310;EE Elidio Duque;119;JOÃO LUIZ DE NEGÃO;20
1311;EE Elidio Duque;119;EILTON SANTIAGO;8
1312;EE Elidio Duque;119;FABIO SALES;2
1313;EE Elidio Duque;119;JUNIOR GARÇOM;10
1314;EE Elidio Duque;119;CARLIM;9
1315;EE Elidio Duque;186;MARCELO PETRONE;25
1316;EE Elidio Duque;186;LORIM DA PADARIA;6
1317;EE Elidio Duque;186;JOÃO PELA;5
1318;EE Elidio Duque;186;MARINA SANTANA;1
1319;EE Elidio Duque;186;ADEMIR PEDREIRO;1
1320;EE Elidio Duque;186;VERONICA CHAVES;2
1321;EE Elidio Duque;186;DORINHA;7
1322;EE Elidio Duque;186;HIANCA FERREIRA;2
1323;EE Elidio Duque;186;BETINHA DE LÉ;2
1324;EE Elidio Duque;186;ORALDO MARTINS;1
1325;EE Elidio Duque;186;PEDRO (PH);2
1326;EE Elidio Duque;186;EDSON MIRANDA;3
1327;EE Elidio Duque;186;TAZINHA;4
1328;EE Elidio Duque;186;PRISCILA MATOS;1
1329;EE Elidio Duque;186;EVANDRO PINHO;1
1330;EE Elidio Duque;186;SOLY;1
1331;EE Elidio Duque;186;GIL PAGÓLE;2
1332;EE Elidio Duque;186;NADIA FRANCO;1
1333;EE Elidio Duque;186;THIAGO DURÃES;9
1334;EE Elidio Duque;186;JUNIO BARBOSA;31
1335;EE Elidio Duque;186;TIÃO DE OLEGARIO;4
1336;EE Elidio Duque;186;NINHÃO;3
1337;EE Elidio Duque;186;KÉSLEY;4
1338;EE Elidio Duque;186;MARIA CLARA;7
1339;EE Elidio Duque;186;MOACIR OLIVEIRA;7
1340;EE Elidio Duque;186;MÁRCIO EVENTOS;2
1341;EE Elidio Duque;186;HENILTON IMÓVEIS;2
1342;EE Elidio Duque;186;ÍCARO CABELEREIRO;5
1343;EE Elidio Duque;186;ZEZINHO DO SALÃO;18
1344;EE Elidio Duque;186;RUBINHO ENFERMEIRO;2
1345;EE Elidio Duque;186;MAERCIO;1
1346;EE Elidio Duque;186;PEDINHA DO BAR;2
1347;EE Elidio Duque;186;JADSON;10
1348;EE Elidio Duque;186;JOÃO DETETIVE;15
1349;EE Elidio Duque;186;BENE DA BALANÇA;4
1350;EE Elidio Duque;186;LEILIANE PROFESSORA;1
1351;EE Elidio Duque;186;LIA DE BIDA;1
1352;EE Elidio Duque;186;VILSINHO;1
1353;EE Elidio Duque;186;MOREIRA;12
1354;EE Elidio Duque;186;PEU;1
1355;EE Elidio Duque;186;GLAUBER DA SAÚDE;2
1356;EE Elidio Duque;186;CID RODRIGUES;4
1357;EE Elidio Duque;186;SAMUEL RODRIGUES;1
1358;EE Elidio Duque;186;ZE MILTON;1
1359;EE Elidio Duque;186;ERIC ERLON;4
1360;EE Elidio Duque;186;FABIO SOUZA;2
1361;EE Elidio Duque;186;CAROL RODRIGUES;2
1362;EE Elidio Duque;186;JOÃO LUIZ DE NEGÃO;13
1363;EE Elidio Duque;186;EILTON SANTIAGO;6
1364;EE Elidio Duque;186;JARBINHAS;1
1365;EE Elidio Duque;186;JUNIOR GARÇOM;11
1366;EE Elidio Duque;186;CARLIM;5
1367;EE Elidio Duque;261;MARCELO PETRONE;39
1368;EE Elidio Duque;261;LORIM DA PADARIA;1
1369;EE Elidio Duque;261;JOÃO PELA;9
1370;EE Elidio Duque;261;MARINA SANTANA;1
1371;EE Elidio Duque;261;VICTOR MOTORISTA BODÃO;1
1372;EE Elidio Duque;261;CLAUDIO SAMPA;1
1373;EE Elidio Duque;261;ADEMIR PEDREIRO;3
1374;EE Elidio Duque;261;VERONICA CHAVES;3
1375;EE Elidio Duque;261;ANISIA DO SANTO ANTONIO;1
1376;EE Elidio Duque;261;VALDECIR BADEGA;4
1377;EE Elidio Duque;261;DORINHA;4
1378;EE Elidio Duque;261;BETINHA DE LÉ;2
1379;EE Elidio Duque;261;PEDRO (PH);1
1380;EE Elidio Duque;261;DIM DEFICIENTE VISUAL;3
1381;EE Elidio Duque;261;EDSON MIRANDA;9
1382;EE Elidio Duque;261;PRISCILA MATOS;2
1383;EE Elidio Duque;261;GIL PAGÓLE;2
1384;EE Elidio Duque;261;NADIA FRANCO;3
1385;EE Elidio Duque;261;THIAGO DURÃES;6
1386;EE Elidio Duque;261;JUNIO BARBOSA;26
1387;EE Elidio Duque;261;GERALDINHO;1
1388;EE Elidio Duque;261;NILO DO TAXI;3
1389;EE Elidio Duque;261;TIÃO DE OLEGARIO;2
1390;EE Elidio Duque;261;MESSIAS;2
1391;EE Elidio Duque;261;LEIDE DA SAÚDE;1
1392;EE Elidio Duque;261;NINHÃO;3
1393;EE Elidio Duque;261;KÉSLEY;5
1394;EE Elidio Duque;261;MARIA CLARA;12
1395;EE Elidio Duque;261;MOACIR OLIVEIRA;6
1396;EE Elidio Duque;261;JUAREZ DO TRATOR;1
1397;EE Elidio Duque;261;HENILTON IMÓVEIS;2
1398;EE Elidio Duque;261;ÍCARO CABELEREIRO;1
1399;EE Elidio Duque;261;ZEZINHO DO SALÃO;29
1400;EE Elidio Duque;261;SERGINHO DA AUTO ELETRICA;1
1401;EE Elidio Duque;261;MAERCIO;1
1402;EE Elidio Duque;261;PEDINHA DO BAR;1
1403;EE Elidio Duque;261;JADSON;5
1404;EE Elidio Duque;261;JOÃO DETETIVE;11
1405;EE Elidio Duque;261;BENE DA BALANÇA;2
1406;EE Elidio Duque;261;LEILIANE PROFESSORA;2
1407;EE Elidio Duque;261;LIA DE BIDA;1
1408;EE Elidio Duque;261;CLAUDINHA;1
1409;EE Elidio Duque;261;VAGNER DA DENGUE;1
1410;EE Elidio Duque;261;MOREIRA;7
1411;EE Elidio Duque;261;GLAUBER DA SAÚDE;1
1412;EE Elidio Duque;261;CID RODRIGUES;2
1413;EE Elidio Duque;261;ERIC ERLON;8
1414;EE Elidio Duque;261;GENIVALDO BARROS;1
1415;EE Elidio Duque;261;ELIANY MAE ATIPICA;1
1416;EE Elidio Duque;261;FABIO SOUZA;3
1417;EE Elidio Duque;261;JOÃO LUIZ DE NEGÃO;16
1418;EE Elidio Duque;261;EILTON SANTIAGO;9
1419;EE Elidio Duque;261;JARBINHAS;4
1420;EE Elidio Duque;261;GERSON TEIXEIRA;1
1421;EE Elidio Duque;261;ALAN MIRANDA;1
1422;EE Elidio Duque;261;FABIO SALES;1
1423;EE Elidio Duque;261;JUNIOR GARÇOM;7
1424;EE Elidio Duque;261;CARLIM;11
1425;EE Elidio Duque;261;SELMA MORENA;1
1426;EE Elidio Duque;24;MARCELO PETRONE;26
1427;EE Elidio Duque;24;LORIM DA PADARIA;1
1428;EE Elidio Duque;24;JOÃO PELA;3
1429;EE Elidio Duque;24;CLAUDIO SAMPA;1
1430;EE Elidio Duque;24;VALDECIR BADEGA;1
1431;EE Elidio Duque;24;DORINHA;2
1432;EE Elidio Duque;24;BETINHA DE LÉ;3
1433;EE Elidio Duque;24;LUIS VINICIUS DO CANTINHO;1
1434;EE Elidio Duque;24;YASMIM SOARES;1
1435;EE Elidio Duque;24;EDSON MIRANDA;4
1436;EE Elidio Duque;24;ZOIM;1
1437;EE Elidio Duque;24;TAZINHA;1
1438;EE Elidio Duque;24;PRISCILA MATOS;2
1439;EE Elidio Duque;24;EVANDRO PINHO;1
1440;EE Elidio Duque;24;GIL PAGÓLE;1
1441;EE Elidio Duque;24;NADIA FRANCO;2
1442;EE Elidio Duque;24;THIAGO DURÃES;3
1443;EE Elidio Duque;24;CLEYTON GARDENAL;1
1444;EE Elidio Duque;24;JUNIO BARBOSA;30
1445;EE Elidio Duque;24;NILO DO TAXI;6
1446;EE Elidio Duque;24;TIÃO DE OLEGARIO;2
1447;EE Elidio Duque;24;MESSIAS;4
1448;EE Elidio Duque;24;NINHÃO;2
1449;EE Elidio Duque;24;KÉSLEY;2
1450;EE Elidio Duque;24;MARIA CLARA;5
1451;EE Elidio Duque;24;MOACIR OLIVEIRA;6
1452;EE Elidio Duque;24;ELIETE SILVEIRA;1
1453;EE Elidio Duque;24;MÁRCIO EVENTOS;2
1454;EE Elidio Duque;24;JUAREZ DO TRATOR;2
1455;EE Elidio Duque;24;HENILTON IMÓVEIS;2
1456;EE Elidio Duque;24;ÍCARO CABELEREIRO;6
1457;EE Elidio Duque;24;ZEZINHO DO SALÃO;19
1458;EE Elidio Duque;24;LUCAS BAIXINHO;4
1459;EE Elidio Duque;24;RUBINHO ENFERMEIRO;3
1460;EE Elidio Duque;24;LETICIA ASSISTENTE SOCIAL;1
1461;EE Elidio Duque;24;JADSON;10
1462;EE Elidio Duque;24;JOÃO DETETIVE;12
1463;EE Elidio Duque;24;CLAUDINHA;2
1464;EE Elidio Duque;24;MOREIRA;9
1465;EE Elidio Duque;24;PEU;2
1466;EE Elidio Duque;24;GLAUBER DA SAÚDE;4
1467;EE Elidio Duque;24;CID RODRIGUES;2
1468;EE Elidio Duque;24;SAMUEL RODRIGUES;1
1469;EE Elidio Duque;24;ZE MILTON;4
1470;EE Elidio Duque;24;ERIC ERLON;2
1471;EE Elidio Duque;24;MAURICIO COSTA;2
1472;EE Elidio Duque;24;DILSON CORINGA DO BOI DE JANEI;2
1473;EE Elidio Duque;24;JOÃO LUIZ DE NEGÃO;22
1474;EE Elidio Duque;24;EILTON SANTIAGO;7
1475;EE Elidio Duque;24;JARBINHAS;1
1476;EE Elidio Duque;24;JUNIOR GARÇOM;11
1477;EE Elidio Duque;24;CARLIM;17
1478;EE Elidio Duque;206;MARCELO PETRONE;39
1479;EE Elidio Duque;206;LORIM DA PADARIA;1
1480;EE Elidio Duque;206;JOÃO PELA;3
1481;EE Elidio Duque;206;MARINA SANTANA;1
1482;EE Elidio Duque;206;VICTOR MOTORISTA BODÃO;2
1483;EE Elidio Duque;206;CLAUDIO SAMPA;1
1484;EE Elidio Duque;206;VALDECIR BADEGA;1
1485;EE Elidio Duque;206;DORINHA;3
1486;EE Elidio Duque;206;BETINHA DE LÉ;2
1487;EE Elidio Duque;206;RAFA XCAR;2
1488;EE Elidio Duque;206;DIM DEFICIENTE VISUAL;2
1489;EE Elidio Duque;206;EDSON MIRANDA;3
1490;EE Elidio Duque;206;TAZINHA;4
1491;EE Elidio Duque;206;PRISCILA MATOS;7
1492;EE Elidio Duque;206;GIL PAGÓLE;2
1493;EE Elidio Duque;206;THIAGO DURÃES;7
1494;EE Elidio Duque;206;CLEYTON GARDENAL;1
1495;EE Elidio Duque;206;JUNIO BARBOSA;32
1496;EE Elidio Duque;206;NILO DO TAXI;1
1497;EE Elidio Duque;206;TIÃO DE OLEGARIO;7
1498;EE Elidio Duque;206;MESSIAS;1
1499;EE Elidio Duque;206;NINHÃO;2
1500;EE Elidio Duque;206;KÉSLEY;7
1501;EE Elidio Duque;206;MARIA CLARA;5
1502;EE Elidio Duque;206;MOACIR OLIVEIRA;6
1503;EE Elidio Duque;206;ELIETE SILVEIRA;1
1504;EE Elidio Duque;206;DEDÉ CAIPIRA;1
1505;EE Elidio Duque;206;TINA SOARES;1
1506;EE Elidio Duque;206;GATINHO SARMENTO;1
1507;EE Elidio Duque;206;HENILTON IMÓVEIS;1
1508;EE Elidio Duque;206;ÍCARO CABELEREIRO;2
1509;EE Elidio Duque;206;ZEZINHO DO SALÃO;23
1510;EE Elidio Duque;206;LUCAS BAIXINHO;2
1511;EE Elidio Duque;206;RUBINHO ENFERMEIRO;1
1512;EE Elidio Duque;206;PEDINHA DO BAR;1
1513;EE Elidio Duque;206;JADSON;8
1514;EE Elidio Duque;206;JOÃO DETETIVE;7
1515;EE Elidio Duque;206;JO DA PADARIA;2
1516;EE Elidio Duque;206;BENE DA BALANÇA;1
1517;EE Elidio Duque;206;LEILIANE PROFESSORA;1
1518;EE Elidio Duque;206;LIA DE BIDA;1
1519;EE Elidio Duque;206;CLAUDINHA;2
1520;EE Elidio Duque;206;MOREIRA;13
1521;EE Elidio Duque;206;PEU;1
1522;EE Elidio Duque;206;GLAUBER DA SAÚDE;1
1523;EE Elidio Duque;206;CID RODRIGUES;3
1524;EE Elidio Duque;206;SAMUEL RODRIGUES;1
1525;EE Elidio Duque;206;ZE MILTON;2
1526;EE Elidio Duque;206;ERIC ERLON;5
1527;EE Elidio Duque;206;MAURICIO COSTA;3
1528;EE Elidio Duque;206;DILSON CORINGA DO BOI DE JANEI;1
1529;EE Elidio Duque;206;ELIANY MAE ATIPICA;2
1530;EE Elidio Duque;206;FABIO SOUZA;1
1531;EE Elidio Duque;206;JOÃO LUIZ DE NEGÃO;22
1532;EE Elidio Duque;206;EILTON SANTIAGO;6
1533;EE Elidio Duque;206;JARBINHAS;1
1534;EE Elidio Duque;206;ALAN MIRANDA;1
1535;EE Elidio Duque;206;FABIO SALES;2
1536;EE Elidio Duque;206;JUNIOR GARÇOM;10
1537;EE Elidio Duque;206;CARLIM;8
1538;EE Elidio Duque;23;MARCELO PETRONE;30
1539;EE Elidio Duque;23;LORIM DA PADARIA;2
1540;EE Elidio Duque;23;JOÃO PELA;5
1541;EE Elidio Duque;23;MARINA SANTANA;2
1542;EE Elidio Duque;23;VICTOR MOTORISTA BODÃO;1
1543;EE Elidio Duque;23;CLAUDIO SAMPA;2
1544;EE Elidio Duque;23;VERONICA CHAVES;1
1545;EE Elidio Duque;23;VALDECIR BADEGA;3
1546;EE Elidio Duque;23;DORINHA;2
1547;EE Elidio Duque;23;BETINHA DE LÉ;6
1548;EE Elidio Duque;23;LUIS VINICIUS DO CANTINHO;1
1549;EE Elidio Duque;23;EDSON MIRANDA;5
1550;EE Elidio Duque;23;ZOIM;1
1551;EE Elidio Duque;23;TAZINHA;6
1552;EE Elidio Duque;23;PRISCILA MATOS;5
1553;EE Elidio Duque;23;SOLY;1
1554;EE Elidio Duque;23;GIL PAGÓLE;3
1555;EE Elidio Duque;23;NADIA FRANCO;2
1556;EE Elidio Duque;23;THIAGO DURÃES;13
1557;EE Elidio Duque;23;CLEYTON GARDENAL;2
1558;EE Elidio Duque;23;JUNIO BARBOSA;26
1559;EE Elidio Duque;23;GERALDINHO;1
1560;EE Elidio Duque;23;NILO DO TAXI;4
1561;EE Elidio Duque;23;TIÃO DE OLEGARIO;3
1562;EE Elidio Duque;23;NINHÃO;2
1563;EE Elidio Duque;23;KÉSLEY;5
1564;EE Elidio Duque;23;MARIA CLARA;6
1565;EE Elidio Duque;23;JOÃO ERIK PROTETOR;1
1566;EE Elidio Duque;23;MOACIR OLIVEIRA;3
1567;EE Elidio Duque;23;MORGANA FIGUEIREDO;1
1568;EE Elidio Duque;23;GATINHO SARMENTO;1
1569;EE Elidio Duque;23;HENILTON IMÓVEIS;5
1570;EE Elidio Duque;23;ÍCARO CABELEREIRO;2
1571;EE Elidio Duque;23;GERALDO DO PINCH;1
1572;EE Elidio Duque;23;ZEZINHO DO SALÃO;17
1573;EE Elidio Duque;23;LUCAS BAIXINHO;1
1574;EE Elidio Duque;23;SERGINHO DA AUTO ELETRICA;1
1575;EE Elidio Duque;23;LETICIA ASSISTENTE SOCIAL;2
1576;EE Elidio Duque;23;MAERCIO;2
1577;EE Elidio Duque;23;JADSON;9
1578;EE Elidio Duque;23;JOÃO DETETIVE;5
1579;EE Elidio Duque;23;BENE DA BALANÇA;3
1580;EE Elidio Duque;23;LIA DE BIDA;1
1581;EE Elidio Duque;23;CLAUDINHA;2
1582;EE Elidio Duque;23;VILSINHO;1
1583;EE Elidio Duque;23;VAGNER DA DENGUE;1
1584;EE Elidio Duque;23;MOREIRA;10
1585;EE Elidio Duque;23;PEU;3
1586;EE Elidio Duque;23;CID RODRIGUES;3
1587;EE Elidio Duque;23;DAYANNE CARDOSO;1
1588;EE Elidio Duque;23;ZE MILTON;2
1589;EE Elidio Duque;23;ERIC ERLON;7
1590;EE Elidio Duque;23;CAROL RODRIGUES;1
1591;EE Elidio Duque;23;JOÃO LUIZ DE NEGÃO;16
1592;EE Elidio Duque;23;EILTON SANTIAGO;5
1593;EE Elidio Duque;23;GERSON TEIXEIRA;1
1594;EE Elidio Duque;23;ALAN MIRANDA;1
1595;EE Elidio Duque;23;JUNIOR GARÇOM;9
1596;EE Elidio Duque;23;CARLIM;10
1597;EE Elidio Duque;238;MARCELO PETRONE;29
1598;EE Elidio Duque;238;LORIM DA PADARIA;2
1599;EE Elidio Duque;238;JOÃO PELA;2
1600;EE Elidio Duque;238;VICTOR MOTORISTA BODÃO;1
1601;EE Elidio Duque;238;VERONICA CHAVES;1
1602;EE Elidio Duque;238;VALDECIR BADEGA;3
1603;EE Elidio Duque;238;DORINHA;3
1604;EE Elidio Duque;238;BETINHA DE LÉ;2
1605;EE Elidio Duque;238;LUIS VINICIUS DO CANTINHO;1
1606;EE Elidio Duque;238;PEDRO (PH);1
1607;EE Elidio Duque;238;RAFA XCAR;1
1608;EE Elidio Duque;238;EDSON MIRANDA;5
1609;EE Elidio Duque;238;ZOIM;2
1610;EE Elidio Duque;238;TAZINHA;3
1611;EE Elidio Duque;238;PRISCILA MATOS;3
1612;EE Elidio Duque;238;EVANDRO PINHO;1
1613;EE Elidio Duque;238;SOLY;1
1614;EE Elidio Duque;238;GIL PAGÓLE;3
1615;EE Elidio Duque;238;NADIA FRANCO;1
1616;EE Elidio Duque;238;THIAGO DURÃES;5
1617;EE Elidio Duque;238;JUNIO BARBOSA;36
1618;EE Elidio Duque;238;GERALDINHO;2
1619;EE Elidio Duque;238;NILO DO TAXI;1
1620;EE Elidio Duque;238;TIÃO DE OLEGARIO;2
1621;EE Elidio Duque;238;MESSIAS;1
1622;EE Elidio Duque;238;NINHÃO;1
1623;EE Elidio Duque;238;KÉSLEY;2
1624;EE Elidio Duque;238;MARIA CLARA;9
1625;EE Elidio Duque;238;MOACIR OLIVEIRA;5
1626;EE Elidio Duque;238;MORGANA FIGUEIREDO;2
1627;EE Elidio Duque;238;JUAREZ DO TRATOR;1
1628;EE Elidio Duque;238;HENILTON IMÓVEIS;6
1629;EE Elidio Duque;238;ÍCARO CABELEREIRO;1
1630;EE Elidio Duque;238;ZEZINHO DO SALÃO;23
1631;EE Elidio Duque;238;LUCAS BAIXINHO;4
1632;EE Elidio Duque;238;SERGINHO DA AUTO ELETRICA;1
1633;EE Elidio Duque;238;LETICIA ASSISTENTE SOCIAL;1
1634;EE Elidio Duque;238;PEDINHA DO BAR;1
1635;EE Elidio Duque;238;JADSON;9
1636;EE Elidio Duque;238;JOÃO DETETIVE;14
1637;EE Elidio Duque;238;BENE DA BALANÇA;1
1638;EE Elidio Duque;238;LEILIANE PROFESSORA;1
1639;EE Elidio Duque;238;LIA DE BIDA;1
1640;EE Elidio Duque;238;CLAUDINHA;1
1641;EE Elidio Duque;238;VILSINHO;1
1642;EE Elidio Duque;238;MOREIRA;9
1643;EE Elidio Duque;238;CID RODRIGUES;2
1644;EE Elidio Duque;238;SAMUEL RODRIGUES;1
1645;EE Elidio Duque;238;DAYANNE CARDOSO;1
1646;EE Elidio Duque;238;ZE MILTON;2
1647;EE Elidio Duque;238;ERIC ERLON;3
1648;EE Elidio Duque;238;MAURICIO COSTA;1
1649;EE Elidio Duque;238;GENIVALDO BARROS;1
1650;EE Elidio Duque;238;JOÃO LUIZ DE NEGÃO;18
1651;EE Elidio Duque;238;EILTON SANTIAGO;9
1652;EE Elidio Duque;238;JARBINHAS;1
1653;EE Elidio Duque;238;FABIO SALES;2
1654;EE Elidio Duque;238;JUNIOR GARÇOM;7
1655;EE Elidio Duque;238;CARLIM;9
1656;EE Elidio Duque;268;MARCELO PETRONE;9
1657;EE Elidio Duque;268;JOÃO PELA;1
1658;EE Elidio Duque;268;VICTOR MOTORISTA BODÃO;1
1659;EE Elidio Duque;268;TAZINHA;1
1660;EE Elidio Duque;268;PRISCILA MATOS;1
1661;EE Elidio Duque;268;NADIA FRANCO;2
1662;EE Elidio Duque;268;THIAGO DURÃES;1
1663;EE Elidio Duque;268;JUNIO BARBOSA;3
1664;EE Elidio Duque;268;MESSIAS;1
1665;EE Elidio Duque;268;MARIA CLARA;4
1666;EE Elidio Duque;268;MOACIR OLIVEIRA;2
1667;EE Elidio Duque;268;ELIETE SILVEIRA;1
1668;EE Elidio Duque;268;ÍCARO CABELEREIRO;1
1669;EE Elidio Duque;268;ZEZINHO DO SALÃO;5
1670;EE Elidio Duque;268;MAERCIO;1
1671;EE Elidio Duque;268;JADSON;3
1672;EE Elidio Duque;268;JOÃO DETETIVE;1
1673;EE Elidio Duque;268;MOREIRA;5
1674;EE Elidio Duque;268;CID RODRIGUES;1
1675;EE Elidio Duque;268;ERIC ERLON;2
1676;EE Elidio Duque;268;DAOZINHO DO BAR;1
1677;EE Elidio Duque;268;JOÃO LUIZ DE NEGÃO;3
1678;EE Elidio Duque;268;CARLIM;2
1679;EE Prediliano Santana;124;MARCELO PETRONE;25
1680;EE Prediliano Santana;124;LORIM DA PADARIA;5
1681;EE Prediliano Santana;124;JOÃO PELA;10
1682;EE Prediliano Santana;124;MARINA SANTANA;2
1683;EE Prediliano Santana;124;CLAUDIO SAMPA;1
1684;EE Prediliano Santana;124;VERONICA CHAVES;2
1685;EE Prediliano Santana;124;ANISIA DO SANTO ANTONIO;2
1686;EE Prediliano Santana;124;VALDECIR BADEGA;1
1687;EE Prediliano Santana;124;DORINHA;5
1688;EE Prediliano Santana;124;HIANCA FERREIRA;1
1689;EE Prediliano Santana;124;BETINHA DE LÉ;5
1690;EE Prediliano Santana;124;ORALDO MARTINS;1
1691;EE Prediliano Santana;124;WESLEY GARÇOM;1
1692;EE Prediliano Santana;124;EDSON MIRANDA;9
1693;EE Prediliano Santana;124;ZOIM;1
1694;EE Prediliano Santana;124;TAZINHA;3
1695;EE Prediliano Santana;124;PRISCILA MATOS;3
1696;EE Prediliano Santana;124;THIAGO DURÃES;10
1697;EE Prediliano Santana;124;CLEYTON GARDENAL;3
1698;EE Prediliano Santana;124;JUNIO BARBOSA;5
1699;EE Prediliano Santana;124;NILO DO TAXI;8
1700;EE Prediliano Santana;124;TIÃO DE OLEGARIO;8
1701;EE Prediliano Santana;124;MESSIAS;2
1702;EE Prediliano Santana;124;LEIDE DA SAÚDE;1
1703;EE Prediliano Santana;124;NINHÃO;1
1704;EE Prediliano Santana;124;KÉSLEY;6
1705;EE Prediliano Santana;124;MARIA CLARA;12
1706;EE Prediliano Santana;124;JOÃO ERIK PROTETOR;1
1707;EE Prediliano Santana;124;NILCE ARTESÃ;2
1708;EE Prediliano Santana;124;MOACIR OLIVEIRA;12
1709;EE Prediliano Santana;124;GATINHO SARMENTO;1
1710;EE Prediliano Santana;124;JUAREZ DO TRATOR;3
1711;EE Prediliano Santana;124;HENILTON IMÓVEIS;6
1712;EE Prediliano Santana;124;ÍCARO CABELEREIRO;2
1713;EE Prediliano Santana;124;ZEZINHO DO SALÃO;4
1714;EE Prediliano Santana;124;LUCAS BAIXINHO;2
1715;EE Prediliano Santana;124;SERGINHO DA AUTO ELETRICA;4
1716;EE Prediliano Santana;124;LETICIA ASSISTENTE SOCIAL;2
1717;EE Prediliano Santana;124;MAERCIO;12
1718;EE Prediliano Santana;124;CIDA;1
1719;EE Prediliano Santana;124;PEDINHA DO BAR;1
1720;EE Prediliano Santana;124;JADSON;12
1721;EE Prediliano Santana;124;JOÃO DETETIVE;3
1722;EE Prediliano Santana;124;BENE DA BALANÇA;8
1723;EE Prediliano Santana;124;LEILIANE PROFESSORA;1
1724;EE Prediliano Santana;124;LIA DE BIDA;2
1725;EE Prediliano Santana;124;VILSINHO;1
1726;EE Prediliano Santana;124;VAGNER DA DENGUE;1
1727;EE Prediliano Santana;124;MOREIRA;7
1728;EE Prediliano Santana;124;PEU;2
1729;EE Prediliano Santana;124;CID RODRIGUES;4
1730;EE Prediliano Santana;124;DAYANNE CARDOSO;3
1731;EE Prediliano Santana;124;ZE MILTON;1
1732;EE Prediliano Santana;124;ERIC ERLON;4
1733;EE Prediliano Santana;124;MAURICIO COSTA;2
1734;EE Prediliano Santana;124;GENIVALDO BARROS;1
1735;EE Prediliano Santana;124;ELIANY MAE ATIPICA;1
1736;EE Prediliano Santana;124;CAROL RODRIGUES;2
1737;EE Prediliano Santana;124;JOÃO LUIZ DE NEGÃO;16
1738;EE Prediliano Santana;124;EILTON SANTIAGO;6
1739;EE Prediliano Santana;124;JARBINHAS;5
1740;EE Prediliano Santana;124;FABIO SALES;2
1741;EE Prediliano Santana;124;JUNIOR GARÇOM;8
1742;EE Prediliano Santana;124;CARLIM;9
1743;EE Prediliano Santana;121;MARCELO PETRONE;27
1744;EE Prediliano Santana;121;LORIM DA PADARIA;4
1745;EE Prediliano Santana;121;JOÃO PELA;17
1746;EE Prediliano Santana;121;MARINA SANTANA;1
1747;EE Prediliano Santana;121;CLAUDIO SAMPA;1
1748;EE Prediliano Santana;121;ADEMIR PEDREIRO;1
1749;EE Prediliano Santana;121;VERONICA CHAVES;4
1750;EE Prediliano Santana;121;VALDECIR BADEGA;1
1751;EE Prediliano Santana;121;DORINHA;2
1752;EE Prediliano Santana;121;HIANCA FERREIRA;2
